;;;;;;;;;;;;;;;;ESTOQUE F�SICO;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;SAUDE MAIS FARMA;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;43.434.602/0001-60;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Tel: 8335762613;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.PROMO��O;TOTAL ULT.COMPRA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LOCALIZA��O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C�D. BARRAS;;;;;C�DIGO;;PRODUTO;;LABORAT�RIO;;;;TRIB.;NCM;;;SALDO;PR. TABELA;PR. VENDA;;;;;M.A.;;ULT. COMPRA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0609963718467;;58983;;COLETOR CRISTAL TAMPA CRISTALC/PA C/70 ML 1 UND (;;;;;PBMED DISTRIBUIDORA LTDA;;;;;;;ST;39269040;;;243;;;;;R$ 1,50;;;;R$ 0,00;219,15%;;R$ 0,47;;;R$ 114,21;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7,89671E+12;;30805;;TORSILAX C/ 10 CPR;;;;;NEO QUIMICA ;;;;;;;ST;30049037;;;153;;;;;R$ 6,00;;;;R$ 0,00;99,69%;;R$ 3,00;;;R$ 459,70;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
